variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
partyIdOthW3,Other party ID,unknown,A146,{},[],[]
partyIdOthW4,Other party ID,unknown,A244,{},[],[]
partyIdSqueezeOthW4,Party ID (squeezed): other party,unknown,A46,{},[],[]
partyIdSqueezeOthW5,Party ID (squeezed): other party,unknown,A6,{},[],[]
partyIdOthW6,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW6,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW7,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW7,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW8,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW8,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW9,Other party ID,unknown,A159,{},[],[]
partyIdSqueezeOthW9,Party ID (squeezed): other party,unknown,A125,{},[],[]
partyIdOthW10,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW10,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW11,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW11,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW12,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW12,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW13,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW13,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW14,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW14,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW15,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW15,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOth1TIGW15,None,unknown,A,{},[],[]
partyIdSqueezeOth1TIGW15,None,unknown,A,{},[],[]
partyIdOthW16,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW16,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdANESOthW16,None,unknown,A,{},[],[]
partyIdCSESOthW16,None,unknown,A,{},[],[]
partyIdBSAOthW16,None,unknown,A23,{},[],[]
partyId4OthW16,None,unknown,A22,{},[],[]
partyId5OthW16,None,unknown,A,{},[],[]
partyIdOthW17,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW17,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW18,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW18,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW19,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW19,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW20,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW20,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW21,Other party ID,unknown,A132,{},[],[]
partyIdSqueezeOthW21,Party ID (squeezed): other party,unknown,A152,{},[],[]
partyIdOthW22,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW22,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW23,Other party ID,unknown,A177,{},[],[]
partyIdSqueezeOthW23,Party ID (squeezed): other party,unknown,A122,{},[],[]
partyIdOthW24,Other party ID,unknown,A255,{},[],[]
partyIdSqueezeOthW24,Party ID (squeezed): other party,unknown,A96,{},[],[]
partyIdOthW25,Other party ID,unknown,A134,{},[],[]
partyIdSqueezeOthW25,Party ID (squeezed): other party,unknown,A146,{},[],[]
partyIdOthW26,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW26,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW27,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW27,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW28,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW28,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW29,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW29,Party ID (squeezed): other party,unknown,A,{},[],[]
partyIdOthW30,Other party ID,unknown,A,{},[],[]
partyIdSqueezeOthW30,Party ID (squeezed): other party,unknown,A,{},[],[]
MII_textW1,Text for most important issue,unknown,A244,{},[],[]
bestOnMIIOthW1,Other party that is best on MII,unknown,A191,{},[],[]
euroElectionVoteOthW1,Euro parliament vote intention (other party text),unknown,A191,{},[],[]
scotElectionVoteConstOthW1,Scottish Constituency vote (other),unknown,A64,{},[],[]
welshElectionVoteConstOthW1,Welsh constituency vote (other),unknown,A82,{},[],[]
welshElectionVoteListOthW1,Welsh list vote (other),unknown,A47,{},[],[]
othContactW1,Other Contacted During Election Campaign,unknown,A45,{},[],[]
knowMPOthW1,Other MP name,unknown,A133,{},[],[]
MII_textW2,Text for most important issue,unknown,A244,{},[],[]
bestOnMIIOthW2,Other party that is best on MII,unknown,A244,{},[],[]
euroElectionVoteYoungOthW2,Other party chosen by young voter,unknown,A6,{},[],[]
euroElectionVoteOthW2,Euro parliament vote intention (other party text),unknown,A98,{},[],[]
localElectionVoteOthW2,Text for local election vote (other party),unknown,A116,{},[],[]
scotElectionVoteConstOthW2,Scottish Constituency vote (other),unknown,A76,{},[],[]
welshElectionVoteConstOthW2,Welsh constituency vote (other),unknown,A39,{},[],[]
welshElectionVoteListOthW2,Welsh list vote (other),unknown,A22,{},[],[]
othContactW2,Other Contacted During Election Campaign,unknown,A104,{},[],[]
knowMPOthW2,Other MP name,unknown,A163,{},[],[]
pidW2,Which ID?,unknown,A4,{},[],[]
MII_textW3,Text for most important issue,unknown,A244,{},[],[]
bestOnMIIOthW3,Other party that is best on MII,unknown,A244,{},[],[]
scotElectionVoteConstOthW3,Scottish Constituency vote (other),unknown,A38,{},[],[]
scotElectionVoteListOthW3,Scottish regional vote (Other),unknown,A49,{},[],[]
welshElectionVoteConstOthW3,Welsh constituency vote (other),unknown,A40,{},[],[]
welshElectionVoteListOthW3,Welsh list vote (other),unknown,A40,{},[],[]
othContactW3,Other Contacted During Election Campaign,unknown,A73,{},[],[]
knowMPOthW3,Other MP name,unknown,A66,{},[],[]
MII_textW4,Text for most important issue,unknown,A244,{},[],[]
bestOnMIIOthW4,Other party that is best on MII,unknown,A156,{},[],[]
othContactW4,Other Contacted During Election Campaign,unknown,A86,{},[],[]
scotElectionVoteConstOthW4,Scottish Constituency vote (other),unknown,A35,{},[],[]
welshElectionVoteConstOthW4,Welsh constituency vote (other),unknown,A46,{},[],[]
othMpPartyW4,What is the party of your MP (other),unknown,A43,{},[],[]
mpNameW4,What is the name of your MP?,unknown,A84,{},[],[]
contactMPSubjectW4,What did you last contact them about?,unknown,A244,{},[],[]
tv1_1W4,Political info: First TV programme,unknown,A77,{},[],[]
tv2_1W4,Political info: Second TV programme,unknown,A64,{},[],[]
tv3_1W4,Political info: Third TV programme,unknown,A79,{},[],[]
radio1_1W4,Political info: First radio programme,unknown,A62,{},[],[]
radio2_1W4,Political info: Second radio programme,unknown,A61,{},[],[]
radio3_1W4,Political info: Third radio programme,unknown,A48,{},[],[]
paper1_1W4,Political info: First newspaper,unknown,A51,{},[],[]
paper2_1W4,Political info: Second newspaper,unknown,A51,{},[],[]
paper3_1W4,Political info: Third newspaper,unknown,A65,{},[],[]
internet1_1W4,Political info: First website,unknown,A85,{},[],[]
internet2_1W4,Political info: Second website,unknown,A50,{},[],[]
internet3_1W4,Political info: Third website,unknown,A53,{},[],[]
partySiteOthNameW4,Name of other party or candidate website visited,unknown,A99,{},[],[]
whichPartyOthW4,Which party signed up online to help (other),unknown,A23,{},[],[]
MII_textW5,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW5,Other party that is best on MII,unknown,A,{},[],[]
othContactW5,Other Contacted During Election Campaign,unknown,A,{},[],[]
tv1_1W5,Political info: First TV programme,unknown,A,{},[],[]
tv2_1W5,Political info: Second TV programme,unknown,A,{},[],[]
tv3_1W5,Political info: Third TV programme,unknown,A,{},[],[]
radio1_1W5,Political info: First radio programme,unknown,A,{},[],[]
radio2_1W5,Political info: Second radio programme,unknown,A,{},[],[]
radio3_1W5,Political info: Third radio programme,unknown,A,{},[],[]
paper1_1W5,Political info: First newspaper,unknown,A,{},[],[]
paper2_1W5,Political info: Second newspaper,unknown,A,{},[],[]
paper3_1W5,Political info: Third newspaper,unknown,A,{},[],[]
internet1_1W5,Political info: First website,unknown,A,{},[],[]
internet2_1W5,Political info: Second website,unknown,A,{},[],[]
internet3_1W5,Political info: Third website,unknown,A,{},[],[]
partySiteOthNameW5,Name of other party or candidate website visited,unknown,A,{},[],[]
whichPartyOthW5,Which party signed up online to help (other),unknown,A,{},[],[]
MII_textW6,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW6,Other party that is best on MII,unknown,A,{},[],[]
ReasonForvoteOthW6,Other reason for vote,unknown,A,{},[],[]
localElectionVoteOthW6,Text for local election vote (other party),unknown,A,{},[],[]
othContactW6,Other Contacted During Election Campaign,unknown,A,{},[],[]
scotElectionVoteConstOthW6,Scottish Constituency vote (other),unknown,A,{},[],[]
scotElectionVoteListOthW6,Scottish regional vote (Other),unknown,A28,{},[],[]
welshElectionVoteConstOthW6,Welsh constituency vote (other),unknown,A24,{},[],[]
partyMemberPastOthW6,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW6,Current party membership (other party),unknown,A,{},[],[]
whichPartiesHelpOthW6,Party helped: which other party,unknown,A,{},[],[]
MII_textW7,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW7,Other party that is best on MII,unknown,A,{},[],[]
MIIEU_textW7,Text: What matter most to you when deciding how to vote in the EU referendum?,unknown,A,{},[],[]
localElectionVoteOthW7,Text for local election vote (other party),unknown,A,{},[],[]
welshElectionVoteConstOthW7,Welsh constituency vote (other),unknown,A,{},[],[]
welshElectionVoteListOthW7,Welsh list vote (other),unknown,A,{},[],[]
scotElectionVoteConstOthW7,Scottish Constituency vote (other),unknown,A,{},[],[]
scotElectionVoteListOthW7,Scottish regional vote (Other),unknown,A,{},[],[]
othContactW7,Other Contacted During Election Campaign,unknown,A,{},[],[]
euExpLeavePosW7,3 or 4 positive things about leavers,unknown,A,{},[],[]
euExpLeaveNegW7,3 or 4 negative things about leavers,unknown,A,{},[],[]
euExpRemainPosW7,3 or 4 positive things about remainers,unknown,A,{},[],[]
euExpRemainNegW7,3 or 4 negative things about remainers,unknown,A,{},[],[]
MII_textW8,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW8,Other party that is best on MII,unknown,A,{},[],[]
MIIEU_textW8,Text: What matter most to you when deciding how to vote in the EU referendum?,unknown,A,{},[],[]
localElectionVoteOthW8,Text for local election vote (other party),unknown,A,{},[],[]
welshElectionVoteConstOthW8,Welsh constituency vote (other),unknown,A,{},[],[]
welshElectionVoteListOthW8,Welsh list vote (other),unknown,A,{},[],[]
scotElectionVoteConstOthW8,Scottish Constituency vote (other),unknown,A,{},[],[]
scotElectionVoteListOthW8,Scottish regional vote (Other),unknown,A,{},[],[]
othContactW8,Other Contacted During Election Campaign,unknown,A,{},[],[]
tv1_1W8,Political info: First TV programme,unknown,A,{},[],[]
tv2_1W8,Political info: Second TV programme,unknown,A,{},[],[]
tv3_1W8,Political info: Third TV programme,unknown,A,{},[],[]
radio1_1W8,Political info: First radio programme,unknown,A,{},[],[]
radio2_1W8,Political info: Second radio programme,unknown,A,{},[],[]
radio3_1W8,Political info: Third radio programme,unknown,A,{},[],[]
paper1_1W8,Political info: First newspaper,unknown,A,{},[],[]
paper2_1W8,Political info: Second newspaper,unknown,A31,{},[],[]
paper3_1W8,Political info: Third newspaper,unknown,A24,{},[],[]
internet1_1W8,Political info: First website,unknown,A,{},[],[]
internet2_1W8,Political info: Second website,unknown,A,{},[],[]
internet3_1W8,Political info: Third website,unknown,A,{},[],[]
partyMemberPastOthW8,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW8,Current party membership (other party),unknown,A,{},[],[]
MII_textW9,Text for most important issue,unknown,A244,{},[],[]
bestOnMIIOthW9,Other party that is best on MII,unknown,A227,{},[],[]
MII_textW10,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW10,Other party that is best on MII,unknown,A,{},[],[]
partyMemberPastOthW10,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW10,Current party membership (other party),unknown,A,{},[],[]
MII_textW11,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW11,Other party that is best on MII,unknown,A,{},[],[]
partyMemberPastOthW11,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW11,Current party membership (other party),unknown,A,{},[],[]
othContactW11,Other Contacted During Election Campaign,unknown,A,{},[],[]
MII_textW12,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW12,Other party that is best on MII,unknown,A,{},[],[]
partyMemberPastOthW12,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW12,Current party membership (other party),unknown,A,{},[],[]
othContactW12,Other Contacted During Election Campaign,unknown,A,{},[],[]
localElectionVoteOthW12,Text for local election vote (other party),unknown,A,{},[],[]
changeViewDetailW12,"And, what was that? (Please write in)",unknown,A,{},[],[]
MII_textW13,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW13,Other party that is best on MII,unknown,A,{},[],[]
recallVote15OthW13,General Election 2015 recall (other),unknown,A,{},[],[]
votingWishOthW13,If regrets vote: Other,unknown,A,{},[],[]
ReasonForvoteOthW13,Other reason for vote,unknown,A,{},[],[]
partyPreferredOthW13,Which party did you really prefer: Other,unknown,A,{},[],[]
othContactW13,Other Contacted During Election Campaign,unknown,A,{},[],[]
changeViewDetailW13,"And, what was that? (Please write in)",unknown,A,{},[],[]
partyMemberPastOthW13,Past party membership (other party),unknown,A26,{},[],[]
partyMemberNowOthW13,Current party membership (other party),unknown,A22,{},[],[]
MII_textW14,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW14,Other party that is best on MII,unknown,A,{},[],[]
localElectionVoteOthW14,Text for local election vote (other party),unknown,A,{},[],[]
othContactW14,Other Contacted During Election Campaign,unknown,A,{},[],[]
partyMemberPastOthW14,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW14,Current party membership (other party),unknown,A32,{},[],[]
MII_textW15,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW15,Other party that is best on MII,unknown,A,{},[],[]
MIIEU_textW15,Text: What matter most to you when deciding how to vote in the EU referendum?,unknown,A,{},[],[]
scotElectionVoteConstOthW15,Scottish Constituency vote (other),unknown,A,{},[],[]
welshElectionVoteConstOthW15,Welsh constituency vote (other),unknown,A,{},[],[]
welshElectionVoteListOthW15,Welsh list vote (other),unknown,A,{},[],[]
partyMemberPastOthW15,Past party membership (other party),unknown,A,{},[],[]
partyMemberNowOthW15,Current party membership (other party),unknown,A,{},[],[]
othSubjClassW15,Other class you think you belong to,unknown,A,{},[],[]
MII_textW16,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW16,Other party that is best on MII,unknown,A,{},[],[]
euroElectionVoteOthW16,Euro parliament vote intention (other party text),unknown,A,{},[],[]
euroElectionVoteNonVoterOthW16,None,unknown,A,{},[],[]
euVoteReasonsW16,What was the main reason you voted for this party?,unknown,A,{},[],[]
euNonVoteReasonsW16,What was the main reason why you didn't vote in the European Parliament electio,unknown,A,{},[],[]
localElectionVoteOthW16,Text for local election vote (other party),unknown,A,{},[],[]
othContactW16,Other Contacted During Election Campaign,unknown,A,{},[],[]
registeredSupporterNowOthW16,None,unknown,A,{},[],[]
partyMemberNowOthW16,Current party membership (other party),unknown,A,{},[],[]
othSubjClassW16,Other class you think you belong to,unknown,A,{},[],[]
MII_textW17,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW17,Other party that is best on MII,unknown,A,{},[],[]
generalElectionSqueezeIndW17,General election squeeze: Independent,unknown,A,{},[],[]
conwinreasonopenW17,None,unknown,A,{},[],[]
brexitPrefOthW17,None,unknown,A,{},[],[]
registeredSupporterNowOthW17,None,unknown,A31,{},[],[]
partyMemberNowOthW17,Current party membership (other party),unknown,A,{},[],[]
indContactW17,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW17,Other Contacted During Election Campaign,unknown,A,{},[],[]
othSubjClassW17,Other class you think you belong to,unknown,A,{},[],[]
MII_textW18,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW18,Other party that is best on MII,unknown,A,{},[],[]
generalElectionSqueezeIndW18,General election squeeze: Independent,unknown,A,{},[],[]
gePostVoteReasonsW18,What is the main reason you voted for this party?,unknown,A,{},[],[]
geVoteIntentionReasonsW18,What is the main reason you plan to vote for this party?,unknown,A,{},[],[]
geNonVoteIntentionReasonsW18,What is the main reason you plan not to vote in the general election?,unknown,A,{},[],[]
conwinreasonopenW18,None,unknown,A,{},[],[]
tacticalVoteWhichW18,Which website or websites did you visit? *Please write in all that apply*,unknown,A,{},[],[]
brexitPrefOthW18,None,unknown,A,{},[],[]
indContactW18,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW18,Other Contacted During Election Campaign,unknown,A,{},[],[]
xtoday_dateW18,Today's Date,unknown,A8,{},[],[]
xyesterday_dateW18,Yesterday's Date,unknown,A8,{},[],[]
xbefore_yesterday_dateW18,Before Yesterday's Date,unknown,A8,{},[],[]
xbefore_yesterday_dayW18,Before Yesterday's Day,unknown,A9,{},[],[]
q1_before_yesterdayW18,Programmes watched before yesterday,unknown,A,{},[],[]
q1_before_yesterday_newsW18,Programmes watched before yesterday news,unknown,A,{},[],[]
q1_yesterdayW18,Terrestrial programmes watched yesterday,unknown,A,{},[],[]
q1_yesterday_newsW18,Terrestrial programmes watchde yesterday news,unknown,A,{},[],[]
q1_todayW18,Terrestrial programmes watched today,unknown,A,{},[],[]
q1_today_newsW18,Terrestrial programmes watched today news,unknown,A,{},[],[]
changeViewDetailW18,"And, what was that? (Please write in)",unknown,A,{},[],[]
genElecVoteRetro2017OthW18,None,unknown,A,{},[],[]
MII_textW19,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW19,Other party that is best on MII,unknown,A,{},[],[]
recallVote15OthW19,General Election 2015 recall (other),unknown,A,{},[],[]
generalElectionSqueezeIndW19,General election squeeze: Independent,unknown,A,{},[],[]
genElecNonVotOthW19,General Election Non-Voter: Other(Specify),unknown,A,{},[],[]
genElecNonVotIndW19,General Election Non-Voter: Independent Candidate(Specify),unknown,A,{},[],[]
votingWishOthW19,If regrets vote: Other,unknown,A,{},[],[]
voteWishIndW19,If regrets vote: Independent,unknown,A23,{},[],[]
ReasonForvoteOthW19,Other reason for vote,unknown,A,{},[],[]
partyPreferredOthW19,Which party did you really prefer: Other,unknown,A,{},[],[]
brexitPrefOthW19,None,unknown,A,{},[],[]
scotElectionVoteConstOthW19,Scottish Constituency vote (other),unknown,A,{},[],[]
scotElectionVoteListOthW19,Scottish regional vote (Other),unknown,A,{},[],[]
welshElectionVoteConstOthW19,Welsh constituency vote (other),unknown,A26,{},[],[]
welshElectionVoteListOthW19,Welsh list vote (other),unknown,A,{},[],[]
indContactW19,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW19,Other Contacted During Election Campaign,unknown,A,{},[],[]
changeViewDetailW19,"And, what was that? (Please write in)",unknown,A,{},[],[]
othSubjClassW19,Other class you think you belong to,unknown,A,{},[],[]
MII_textW20,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW20,Other party that is best on MII,unknown,A,{},[],[]
othSubjClassW20,Other class you think you belong to,unknown,A,{},[],[]
MII_textW21,Text for most important issue,unknown,A255,{},[],[]
bestOnMIIOthW21,Other party that is best on MII,unknown,A216,{},[],[]
localElectionVoteOthW21,Text for local election vote (other party),unknown,A139,{},[],[]
welshElectionVoteConstOthW21,Welsh constituency vote (other),unknown,A24,{},[],[]
welshElectionVoteListOthW21,Welsh list vote (other),unknown,A19,{},[],[]
scotElectionVoteConstOthW21,Scottish Constituency vote (other),unknown,A144,{},[],[]
scotElectionVoteListOthW21,Scottish regional vote (Other),unknown,A37,{},[],[]
othSubjClassW21,Other class you think you belong to,unknown,A173,{},[],[]
othContactW21,Other Contacted During Election Campaign,unknown,A31,{},[],[]
MII_textW22,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW22,Other party that is best on MII,unknown,A,{},[],[]
otherScotConst1992W22,None,unknown,A,{},[],[]
othSubjClassW22,Other class you think you belong to,unknown,A,{},[],[]
vaccinefearsopenW22,None,unknown,A,{},[],[]
MII_textW23,Text for most important issue,unknown,A255,{},[],[]
bestOnMIIOthW23,Other party that is best on MII,unknown,A195,{},[],[]
localElectionVoteOthW23,Text for local election vote (other party),unknown,A221,{},[],[]
othSubjClassW23,Other class you think you belong to,unknown,A193,{},[],[]
indContactW23,Name of independent candidate that contacted,unknown,A65,{},[],[]
othContactW23,Other Contacted During Election Campaign,unknown,A60,{},[],[]
global_textW23,None,unknown,A255,{},[],[]
MII_textW24,Text for most important issue,unknown,A229,{},[],[]
bestOnMIIOthW24,Other party that is best on MII,unknown,A214,{},[],[]
MII_textW25,Text for most important issue,unknown,A255,{},[],[]
bestOnMIIOthW25,Other party that is best on MII,unknown,A234,{},[],[]
localElectionVoteOthW25,Text for local election vote (other party),unknown,A221,{},[],[]
MII_longrun_textW25,Text for long-run most important issue,unknown,A255,{},[],[]
bestOnMIILongRunothW25,Other party that is best on long-run most important issue,unknown,A188,{},[],[]
othSubjClassW25,Other class you think you belong to,unknown,A135,{},[],[]
indContactW25,Name of independent candidate that contacted,unknown,A64,{},[],[]
othContactW25,Other Contacted During Election Campaign,unknown,A52,{},[],[]
MII_textW26,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW26,Other party that is best on MII,unknown,A,{},[],[]
localElectionVoteOthW26,Text for local election vote (other party),unknown,A,{},[],[]
starmerLikeOpen_text1W26,None,unknown,A,{},[],[]
sunakLikeOpen_text1W26,None,unknown,A,{},[],[]
starmerDislikeOpen_text1W26,None,unknown,A,{},[],[]
sunakDislikeOpen_text1W26,None,unknown,A,{},[],[]
indContactW26,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW26,Other Contacted During Election Campaign,unknown,A,{},[],[]
othSubjClassW26,Other class you think you belong to,unknown,A,{},[],[]
recallVote19OthW26,None,unknown,A,{},[],[]
MII_textW27,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW27,Other party that is best on MII,unknown,A,{},[],[]
generalElectionSqueezeIndW27,General election squeeze: Independent,unknown,A,{},[],[]
conwinreasonopenW27,None,unknown,A,{},[],[]
conwinreasonopen2W27,None,unknown,A,{},[],[]
registeredSupporterNowOthW27,None,unknown,A28,{},[],[]
partyMemberNowOthW27,Current party membership (other party),unknown,A,{},[],[]
indContactW27,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW27,Other Contacted During Election Campaign,unknown,A29,{},[],[]
normPartyVoteeIndW27,None,unknown,A,{},[],[]
normPartyVoteotherW27,None,unknown,A,{},[],[]
othSubjClassW27,Other class you think you belong to,unknown,A,{},[],[]
MII_textW28,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW28,Other party that is best on MII,unknown,A,{},[],[]
generalElectionSqueezeIndW28,General election squeeze: Independent,unknown,A,{},[],[]
tacticalVoteWhichW28,Which website or websites did you visit? *Please write in all that apply*,unknown,A,{},[],[]
indContactW28,Name of independent candidate that contacted,unknown,A,{},[],[]
othContactW28,Other Contacted During Election Campaign,unknown,A,{},[],[]
internet1_1W28,Political info: First website,unknown,A,{},[],[]
internet2_1W28,Political info: Second website,unknown,A,{},[],[]
internet3_1W28,Political info: Third website,unknown,A,{},[],[]
changeViewDetailW28,"And, what was that? (Please write in)",unknown,A,{},[],[]
normPartyVoteeIndW28,None,unknown,A,{},[],[]
normPartyVoteotherW28,None,unknown,A,{},[],[]
MII_textW29,Text for most important issue,unknown,A,{},[],[]
bestOnMIIOthW29,Other party that is best on MII,unknown,A,{},[],[]
recallVote15OthW29,General Election 2015 recall (other),unknown,A,{},[],[]
generalElectionSqueezeIndW29,General election squeeze: Independent,unknown,A,{},[],[]
genElecNonVotOthW29,General Election Non-Voter: Other(Specify),unknown,A,{},[],[]
genElecNonVotIndW29,General Election Non-Voter: Independent Candidate(Specify),unknown,A,{},[],[]
ReasonForvoteOthW29,Other reason for vote,unknown,A,{},[],[]
partyPreferredOthW29,Which party did you really prefer: Other,unknown,A,{},[],[]
votingWishOthW29,If regrets vote: Other,unknown,A,{},[],[]
voteWishIndW29,If regrets vote: Independent,unknown,A,{},[],[]
scotElectionVoteConstOthW29,Scottish Constituency vote (other),unknown,A,{},[],[]
scotElectionVoteListOthW29,Scottish regional vote (Other),unknown,A,{},[],[]
welshElectionVoteNewOthW29,None,unknown,A,{},[],[]
indContactW29,Name of independent candidate that contacted,unknown,A,{},[],[]
